# time_ms,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,tau_J_0,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,O_dP_EE_c_0,O_dP_EE_c_1,O_dP_EE_c_2,O_dP_EE_c_3,O_dP_EE_c_4,O_dP_EE_c_5
14564548.000000,-0.344606,0.543979,0.451018,-1.426921,-0.241960,1.916018,0.131423,-0.000066,0.000074,-0.000550,0.000098,0.000232,0.000048,0.000411,-0.044818,-38.267170,6.143295,19.439268,0.207303,1.988631,0.048385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564549.000000,-0.344604,0.543979,0.451017,-1.426921,-0.241960,1.916019,0.131420,0.000513,0.000049,-0.000367,0.000065,0.000155,0.000303,-0.000709,-0.068621,-38.267170,6.143295,19.439268,0.207303,1.981307,0.074935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564550.000000,-0.344606,0.543981,0.451020,-1.426923,-0.241957,1.916018,0.131425,-0.000215,0.000590,0.000869,-0.000513,0.000307,-0.000306,0.001257,-0.044818,-38.290974,6.095688,19.463072,0.201810,1.995040,0.028243,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564551.000000,-0.344604,0.543978,0.451018,-1.426921,-0.241955,1.916021,0.131424,0.000414,-0.000720,0.000023,0.000215,0.000442,-0.000204,0.000329,-0.068621,-38.243366,6.119492,19.439268,0.195402,1.995040,0.041976,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564552.000000,-0.344623,0.543986,0.451017,-1.426924,-0.241956,1.916021,0.131427,-0.018079,0.013716,-0.015221,-0.006149,0.002939,0.000610,0.003716,-0.465350,-37.727619,5.556137,19.169493,0.123990,1.974899,0.074935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564553.000000,-0.344642,0.543977,0.450998,-1.426922,-0.241943,1.916023,0.131445,-0.024721,0.016225,-0.024076,-0.011773,0.000630,-0.001141,0.012253,-1.901507,-35.474201,4.032700,18.106260,-0.222994,1.890670,0.074935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564554.000000,-0.344644,0.543986,0.450930,-1.426945,-0.241943,1.916023,0.131479,-0.015578,0.014818,-0.042877,-0.021115,-0.000215,0.000783,0.021878,-4.178729,-32.121845,2.239486,16.376524,-0.616671,1.838485,0.107894,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564555.000000,-0.344660,0.544032,0.450840,-1.426968,-0.241998,1.916020,0.131534,-0.004273,0.021586,-0.051872,-0.022297,-0.020607,0.008162,0.036696,-6.257586,-28.646503,0.180466,13.877134,-0.629489,1.877853,0.074935,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564556.000000,-0.344680,0.544119,0.450714,-1.427027,-0.242061,1.916026,0.131587,0.000127,0.028337,-0.069209,-0.028177,-0.034674,0.005884,0.044308,-7.963519,-25.512348,-1.366776,11.457090,-0.658785,2.007858,0.127120,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
14564557.000000,-0.344709,0.544225,0.450598,-1.427105,-0.242153,1.916090,0.131655,-0.000008,0.043284,-0.073410,-0.034767,-0.053365,0.027129,0.053713,-8.879962,-22.941547,-2.668045,9.207640,-0.580966,1.656295,0.087753,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
