# time_ms,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,tau_J_0,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,O_dP_EE_c_0,O_dP_EE_c_1,O_dP_EE_c_2,O_dP_EE_c_3,O_dP_EE_c_4,O_dP_EE_c_5
13287560.000000,-0.258885,0.525340,0.336291,-1.429412,-0.177850,1.925150,0.097039,-0.000322,-0.000269,-0.000725,-0.000493,0.000391,-0.000016,-0.001294,-0.092425,-38.707539,4.647629,19.590025,0.972684,2.293502,-0.136552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287561.000000,-0.258883,0.525340,0.336292,-1.429414,-0.177852,1.925149,0.097044,0.000342,-0.000180,0.000166,-0.000886,-0.000621,-0.000282,0.000596,-0.116229,-38.707539,4.619858,19.613829,0.996488,2.300826,-0.175919,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287562.000000,-0.258881,0.525342,0.336292,-1.429414,-0.177850,1.925151,0.097045,0.000878,0.000437,0.000111,-0.000590,0.000027,0.000320,-0.000349,-0.144000,-38.731342,4.619858,19.613829,0.984586,2.287093,-0.155778,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287563.000000,-0.258883,0.525342,0.336292,-1.429410,-0.177852,1.925146,0.097044,0.000585,0.000291,0.000074,0.000813,0.000459,-0.000295,-0.000945,-0.144000,-38.731342,4.619858,19.562254,0.972684,2.300826,-0.136552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287564.000000,-0.258904,0.525344,0.336295,-1.429411,-0.177853,1.925147,0.097047,-0.020785,0.011678,-0.012147,-0.002140,-0.002387,0.000549,0.008738,-0.588336,-38.144184,3.933517,19.268675,0.918668,2.280685,-0.136552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287565.000000,-0.258937,0.525343,0.336276,-1.429418,-0.177829,1.925148,0.097064,-0.040723,0.021803,-0.030810,-0.011556,0.002709,0.002774,0.016037,-2.643389,-35.966145,1.846725,18.328428,0.535978,2.215682,-0.136552,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287566.000000,-0.258959,0.525364,0.336193,-1.429440,-0.177811,1.925153,0.097088,-0.033401,0.025072,-0.051497,-0.017879,0.013661,0.004257,0.019037,-6.356768,-32.831989,-0.926407,16.622496,0.058073,2.150680,-0.070634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287567.000000,-0.259013,0.525423,0.336060,-1.429456,-0.177831,1.925149,0.097131,-0.023356,0.026682,-0.065106,-0.014716,0.003116,0.009992,0.028871,-9.697223,-29.404255,-3.501175,14.051695,-0.067355,2.209274,-0.077042,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287568.000000,-0.259096,0.525502,0.335921,-1.429526,-0.177886,1.925151,0.097186,-0.024615,0.034905,-0.074585,-0.026068,-0.016158,0.012172,0.035441,-11.974444,-26.246296,-5.687149,11.778440,0.123990,2.339278,-0.064225,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287569.000000,-0.259182,0.525603,0.335788,-1.429624,-0.177965,1.925214,0.097250,-0.027550,0.045659,-0.072840,-0.044984,-0.033078,0.029496,0.040004,-12.966266,-23.679462,-6.936844,9.751158,0.416959,2.053634,-0.044083,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287570.000000,-0.259242,0.525707,0.335661,-1.429732,-0.178050,1.925360,0.097314,-0.032710,0.055365,-0.077075,-0.060406,-0.052261,0.076501,0.047044,-12.914691,-21.497456,-6.813858,7.747679,0.644010,1.207687,0.009017,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287571.000000,-0.259306,0.525820,0.335613,-1.429844,-0.178154,1.925556,0.097382,-0.042750,0.067552,-0.063120,-0.069025,-0.069523,0.120932,0.052630,-11.776080,-19.811359,-6.595657,5.894957,0.852750,0.174056,0.067611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287572.000000,-0.259351,0.525927,0.335584,-1.429959,-0.178225,1.925738,0.097459,-0.049313,0.074857,-0.053505,-0.079162,-0.066862,0.145253,0.058852,-10.339923,-18.391071,-5.833939,4.312010,0.524076,-0.274552,0.061202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
13287573.000000,-0.259370,0.526031,0.335578,-1.430067,-0.178300,1.925885,0.097543,-0.048007,0.081558,-0.040475,-0.085300,-0.067836,0.146849,0.070361,-9.030719,-17.042194,-4.949234,2.828245,0.105680,-0.020951,-0.004716,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
