# obj=mrm dir=min v_norm=0.3000 dt=0.001 n_steps=772
# q_start
-2.41773746,-1.66280000,1.04003774,-1.35281670,1.79813529,1.07851476,-0.54662767
# dq_s2
0.55475320,0.00000000,0.92997626,-0.46247107,-0.55342557,0.77914870,-0.18928806
0.55354513,0.00000000,0.92884256,-0.46169226,-0.55134234,0.77870078,-0.18857565
0.55233962,0.00000000,0.92771335,-0.46091318,-0.54926709,0.77825393,-0.18786621
0.55113666,0.00000000,0.92658861,-0.46013383,-0.54719978,0.77780816,-0.18715973
0.54993625,0.00000000,0.92546832,-0.45935422,-0.54514039,0.77736347,-0.18645617
0.54873837,0.00000000,0.92435247,-0.45857435,-0.54308886,0.77691986,-0.18575554
0.54754300,0.00000000,0.92324102,-0.45779422,-0.54104518,0.77647732,-0.18505781
0.54635014,0.00000000,0.92213397,-0.45701384,-0.53900929,0.77603585,-0.18436297
0.54515978,0.00000000,0.92103128,-0.45623322,-0.53698116,0.77559545,-0.18367100
0.54397190,0.00000000,0.91993295,-0.45545235,-0.53496077,0.77515611,-0.18298188
0.54278650,0.00000000,0.91883894,-0.45467125,-0.53294806,0.77471785,-0.18229560
0.54160355,0.00000000,0.91774924,-0.45388991,-0.53094300,0.77428064,-0.18161215
0.54042306,0.00000000,0.91666384,-0.45310835,-0.52894556,0.77384450,-0.18093151
0.53924501,0.00000000,0.91558270,-0.45232656,-0.52695571,0.77340941,-0.18025367
0.53806938,0.00000000,0.91450581,-0.45154455,-0.52497340,0.77297539,-0.17957860
0.53689617,0.00000000,0.91343315,-0.45076232,-0.52299861,0.77254242,-0.17890630
0.53572537,0.00000000,0.91236470,-0.44997989,-0.52103129,0.77211050,-0.17823675
0.53455696,0.00000000,0.91130044,-0.44919724,-0.51907142,0.77167964,-0.17756993
0.53339094,0.00000000,0.91024036,-0.44841440,-0.51711895,0.77124982,-0.17690583
0.53222729,0.00000000,0.90918442,-0.44763135,-0.51517386,0.77082106,-0.17624444
0.53106600,0.00000000,0.90813262,-0.44684811,-0.51323612,0.77039334,-0.17558574
0.52990707,0.00000000,0.90708493,-0.44606468,-0.51130567,0.76996666,-0.17492971
0.52875048,0.00000000,0.90604134,-0.44528105,-0.50938251,0.76954103,-0.17427635
0.52759622,0.00000000,0.90500183,-0.44449725,-0.50746658,0.76911643,-0.17362563
0.52644428,0.00000000,0.90396637,-0.44371326,-0.50555786,0.76869288,-0.17297755
0.52529465,0.00000000,0.90293495,-0.44292910,-0.50365631,0.76827036,-0.17233209
0.52414732,0.00000000,0.90190756,-0.44214477,-0.50176191,0.76784887,-0.17168923
0.52300228,0.00000000,0.90088416,-0.44136026,-0.49987461,0.76742842,-0.17104897
0.52185952,0.00000000,0.89986475,-0.44057559,-0.49799439,0.76700900,-0.17041128
0.52071903,0.00000000,0.89884931,-0.43979076,-0.49612121,0.76659061,-0.16977616
0.51958080,0.00000000,0.89783781,-0.43900577,-0.49425505,0.76617324,-0.16914359
