# time_ms,q_0,q_1,q_2,q_3,q_4,q_5,q_6,dq_0,dq_1,dq_2,dq_3,dq_4,dq_5,dq_6,tau_J_0,tau_J_1,tau_J_2,tau_J_3,tau_J_4,tau_J_5,tau_J_6,O_dP_EE_c_0,O_dP_EE_c_1,O_dP_EE_c_2,O_dP_EE_c_3,O_dP_EE_c_4,O_dP_EE_c_5
10466637.000000,-2.338544,-1.662690,1.184155,-1.421741,1.728385,1.205226,-0.571226,-0.000455,-0.000383,0.000329,-0.000688,-0.000192,0.000336,-0.000057,0.078168,40.185894,-23.016251,-4.166078,0.817045,1.331283,0.048385,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466638.000000,-2.338544,-1.662691,1.184154,-1.421739,1.728390,1.205227,-0.571231,0.000253,-0.000812,0.000776,0.000655,0.000516,-0.000251,-0.000513,0.054365,40.209698,-23.040054,-4.213686,0.799650,1.344100,0.061202,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466639.000000,-2.338541,-1.662690,1.184150,-1.421743,1.728386,1.205228,-0.571227,0.000726,0.000015,-0.001246,-0.000677,-0.000097,-0.000167,0.001354,0.030561,40.185894,-22.964676,-4.166078,0.811552,1.344100,0.015426,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466640.000000,-2.338544,-1.662690,1.184152,-1.421741,1.728385,1.205229,-0.571230,-0.000630,0.000010,-0.000274,0.000105,-0.000064,0.000126,-0.001030,0.078168,40.185894,-22.988480,-4.189882,0.811552,1.337692,0.067611,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466641.000000,-2.338538,-1.662692,1.184152,-1.421742,1.728384,1.205227,-0.571226,0.009246,-0.001823,0.001322,0.004592,-0.008722,0.008388,-0.006975,0.328107,40.134319,-22.917068,-4.118471,0.793241,1.364242,-0.017533,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466642.000000,-2.338528,-1.662696,1.184156,-1.421738,1.728381,1.205222,-0.571236,0.016946,-0.003401,0.003478,0.008990,-0.008630,0.000602,-0.008661,1.391340,39.816936,-22.742508,-3.943910,0.721830,1.519881,-0.056901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466643.000000,-2.338503,-1.662697,1.184177,-1.421736,1.728372,1.205220,-0.571272,0.023835,-0.002031,0.011902,0.008459,-0.008036,0.002734,-0.017884,3.049665,39.229778,-22.595718,-3.598757,0.632108,1.721298,-0.011124,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466644.000000,-2.338456,-1.662699,1.184204,-1.421737,1.728349,1.205239,-0.571301,0.026966,0.000111,0.016392,0.003692,-0.014998,0.004323,-0.024359,5.029340,38.571209,-22.353714,-3.178224,0.608304,1.812850,-0.097184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466645.000000,-2.338393,-1.662696,1.184237,-1.421743,1.728319,1.205287,-0.571360,0.033776,0.003151,0.024490,-0.001888,-0.020782,0.021520,-0.034105,7.036787,37.809490,-22.032364,-2.781496,0.596403,1.727706,-0.056901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466646.000000,-2.338306,-1.662700,1.184276,-1.421768,1.728275,1.205366,-0.571433,0.043970,0.004835,0.030354,-0.010621,-0.030556,0.039094,-0.050581,8.770490,37.174725,-21.687210,-2.313356,0.613798,1.500655,-0.023942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466647.000000,-2.338203,-1.662704,1.184331,-1.421811,1.728222,1.205464,-0.571516,0.059210,0.001099,0.037342,-0.023722,-0.042031,0.059876,-0.063708,10.301862,36.611370,-21.445206,-1.817445,0.613798,1.305648,-0.083451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466648.000000,-2.338088,-1.662703,1.184392,-1.421861,1.728150,1.205574,-0.571630,0.077652,0.001271,0.041382,-0.033601,-0.050667,0.076080,-0.078635,11.638837,36.048016,-21.147659,-1.448488,0.620206,1.201278,-0.023942,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466649.000000,-2.337958,-1.662704,1.184453,-1.421916,1.728061,1.205700,-0.571747,0.094086,-0.000996,0.046594,-0.041321,-0.068642,0.098940,-0.090098,12.777448,35.583843,-20.806473,-1.198549,0.571683,1.169235,-0.070634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466650.000000,-2.337818,-1.662697,1.184529,-1.421983,1.727954,1.205845,-0.571875,0.104367,0.001909,0.053332,-0.049366,-0.081880,0.118010,-0.099951,13.820844,35.068096,-20.584305,-1.000185,0.500272,1.240646,-0.089860,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466651.000000,-2.337671,-1.662693,1.184610,-1.422070,1.727827,1.206015,-0.572013,0.117754,0.003766,0.061456,-0.062280,-0.092541,0.135031,-0.113514,14.733319,34.703106,-20.362137,-0.778017,0.440763,1.370651,-0.070634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466652.000000,-2.337502,-1.662681,1.184714,-1.422169,1.727681,1.206221,-0.572151,0.131540,0.007890,0.074827,-0.074792,-0.111001,0.157291,-0.127446,15.550580,34.238934,-20.314529,-0.583620,0.405057,1.396285,-0.097184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466653.000000,-2.337314,-1.662660,1.184832,-1.422283,1.727516,1.206461,-0.572297,0.147107,0.011512,0.089174,-0.086451,-0.128884,0.180344,-0.137045,16.169477,33.746990,-20.338333,-0.432863,0.369352,1.357833,-0.097184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466654.000000,-2.337110,-1.662642,1.184954,-1.422420,1.727330,1.206728,-0.572445,0.165409,0.014384,0.099010,-0.103252,-0.148688,0.209338,-0.135837,16.590010,33.382000,-20.338333,-0.210695,0.362943,1.272689,-0.097184,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10466655.000000,-2.336883,-1.662624,1.185096,-1.422573,1.727126,1.207012,-0.572598,0.186691,0.013675,0.110811,-0.121301,-0.169877,0.233848,-0.141015,16.911360,33.013042,-20.413712,-0.036134,0.405057,1.214095,-0.056901,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
